영어단어,한글단어설명,예문1,예문2,category,deck_group
Summarized,요약된,Read the summarized version of the book. (책의 요약된 버전을 읽으세요.),The main points are summarized here. (주요 요점이 여기에 요약되어 있습니다.),COMMUNICATION,BREVITY_VERBOSITY
Abbreviated,축약된,We had an abbreviated meeting due to time. (시간 때문에 우리는 축약된 회의를 가졌습니다.),"""Dr."" is an abbreviated form of ""Doctor"". (""Dr.""는 ""Doctor""의 축약된 형태입니다.)",COMMUNICATION,BREVITY_VERBOSITY
Redundant,불필요하게 중복되는,"The phrase ""free gift"" is redundant. (""무료 선물""이라는 문구는 의미가 중복됩니다.)",Don't provide redundant information. (중복되는 정보를 제공하지 마세요.),COMMUNICATION,BREVITY_VERBOSITY
Meandering,"두서없는, 정처 없는 (터키의 구불강)",He told a meandering story with no ending. (그는 결말도 없이 두서없는 이야기를 했습니다.),The conversation was meandering aimlessly. (대화는 목적 없이 정처 없이 흘러갔습니다.),COMMUNICATION,BREVITY_VERBOSITY
Repetitive,반복적인,The speech was repetitive and boring. (그 연설은 반복적이고 지루했습니다.),Doing a repetitive task can be tiring. (반복적인 업무를 하는 것은 피곤할 수 있습니다.),COMMUNICATION,BREVITY_VERBOSITY
Digressive,주제를 벗어나는,He made a digressive remark about the weather. (그는 날씨에 대해 주제를 벗어난 발언을 했습니다.),He is prone to being digressive in stories. (그는 이야기할 때 주제를 벗어나는 경향이 있습니다.),COMMUNICATION,BREVITY_VERBOSITY
To the point,핵심을 찌르는,His answer was short and to the point. (그의 대답은 짧고 핵심을 찔렀습니다.),Please get to the point. (요점만 말씀해 주세요.),COMMUNICATION,BREVITY_VERBOSITY
Curt,퉁명스러운,He gave a curt nod and walked away. (그는 퉁명스럽게 고개를 끄덕이고 걸어갔습니다.),She gave a curt dismissal of the idea. (그녀는 그 아이디어를 퉁명스럽게 일축했습니다.),COMMUNICATION,BREVITY_VERBOSITY
Economy of words,절제된 언어,The writer is known for his economy of words. (그 작가는 절제된 언어 사용으로 유명합니다.),Practice economy of words in your speech. (연설에서 언어를 절제하는 연습을 하세요.),COMMUNICATION,BREVITY_VERBOSITY
Persuasive,설득력 있는,She presented a persuasive argument for the change. (그녀는 변화에 대해 설득력 있는 주장을 제시했습니다.),He is very persuasive when he wants something. (그는 원하는 것이 있을 때 매우 설득력이 있습니다.),COMMUNICATION,PERSUASION_CONFLICT
Convincing,납득이 가는,He gave a convincing explanation for his absence. (그는 결석에 대해 납득이 가는 설명을 했습니다.),It was not a convincing lie. (그것은 납득이 가는 거짓말이 아니었습니다.),COMMUNICATION,PERSUASION_CONFLICT
Compelling,"강력한, 마음을 끄는",There is a compelling reason to quit the job. (그 직장을 그만둘 강력한 이유가 있습니다.),The evidence presented was compelling. (제시된 증거는 강력했습니다.),COMMUNICATION,PERSUASION_CONFLICT
Coercive,강압적인 (라)arcere가두다,The police used coercive measures to get a confession. (경찰은 자백을 받아내기 위해 강압적인 조치를 사용했습니다.),He refused to use coercive interrogation techniques. (그는 강압적인 심문 기술 사용을 거부했습니다.),COMMUNICATION,PERSUASION_CONFLICT
coercion,"상자,숨기다",,,COMMUNICATION,PERSUASION_CONFLICT
arcane,"비밀의, 신비 (esoteric)",,,COMMUNICATION,PERSUASION_CONFLICT
Accusatory,비난하는 듯한,He spoke in an accusatory tone. (그는 비난하는 듯한 어조로 말했습니다.),She pointed an accusatory finger at him. (그녀는 그에게 비난의 손가락질을 했습니다.),COMMUNICATION,PERSUASION_CONFLICT
Flattering,"아첨하는, 비위를 맞추는",He made flattering comments to the boss. (그는 상사에게 비위를 맞추는 말을 했습니다.),The photo is very flattering to you. (그 사진은 당신이 실물보다 잘 나왔습니다.),COMMUNICATION,PERSUASION_CONFLICT
Defiant,"반항적인, 도전적인",The student had a defiant attitude towards the teacher. (그 학생은 선생님에게 반항적인 태도를 보였습니다.),She remained defiant to the end. (그녀는 끝까지 반항적이었습니다.),COMMUNICATION,PERSUASION_CONFLICT
Contentious,논쟁을 불러일으키는,Abortion is a contentious issue in politics. (낙태는 정치에서 논쟁을 불러일으키는 주제입니다.),It was a contentious meeting with lots of shouting. (고성이 오가는 논쟁적인 회의였습니다.),COMMUNICATION,PERSUASION_CONFLICT
contend,경멸하다,다투다,contempt,COMMUNICATION,PERSUASION_CONFLICT
Blunt,직설적인,"To be blunt, you failed the test. (직설적으로 말해서, 당신은 시험에 떨어졌습니다.)",He gave a blunt refusal. (그는 직설적으로 거절했습니다.),COMMUNICATION,PERSUASION_CONFLICT
Conciliatory,"달래는, 회유하는",He adopted a conciliatory tone to end the fight. (그는 싸움을 끝내기 위해 달래는 어조를 취했습니다.),She made a conciliatory gesture. (그녀는 화해의 제스처를 취했습니다.),COMMUNICATION,PERSUASION_CONFLICT
concil,모임,,,COMMUNICATION,PERSUASION_CONFLICT
council,지방 의회,,,COMMUNICATION,PERSUASION_CONFLICT
Sycophantic,아부하는 (비굴함) 그_밀고자,The manager is surrounded by sycophantic assistants. (그 매니저는 아부하는 조수들에게 둘러싸여 있습니다.),I hate his sycophantic praise. (나는 그의 비굴한 아첨을 싫어합니다.),COMMUNICATION,PERSUASION_CONFLICT
Complimentary,칭찬하는,She was complimentary about my project work. (그녀는 내 프로젝트 작업에 대해 칭찬했습니다.),He made a complimentary remark about her dress. (그는 그녀의 드레스에 대해 칭찬하는 말을 했습니다.),COMMUNICATION,PERSUASION_CONFLICT
complement,보충하다. 보충물,,,COMMUNICATION,PERSUASION_CONFLICT
Manipulative,"조종하는, 교활한",Beware of his manipulative behavior. (그의 교활한 조종 행동을 조심하세요.),He is emotionally manipulative towards his friends. (그는 친구들을 감정적으로 조종합니다.),COMMUNICATION,PERSUASION_CONFLICT
Influential,영향력 있는,He is an influential speaker in the tech industry. (그는 기술 업계에서 영향력 있는 연설가입니다.),Her ideas were influential in shaping the policy. (그녀의 아이디어는 정책을 형성하는 데 영향력이 있었습니다.),COMMUNICATION,PERSUASION_CONFLICT
Critical,비판적인,She wrote a critical review of the new book. (그녀는 새 책에 대해 비판적인 서평을 썼습니다.),Stop being so critical of everything I do. (내가 하는 모든 일에 대해 그렇게 비판하지 마세요.),COMMUNICATION,PERSUASION_CONFLICT
Judgmental,남을 섣불리 판단하는,Don't be so judgmental of other people's choices. (다른 사람들의 선택에 대해 섣불리 판단하지 마세요.),She has a judgmental attitude. (그녀는 남을 섣불리 판단하는 태도를 가졌습니다.),COMMUNICATION,PERSUASION_CONFLICT
Apologetic,"사과하는, 미안해하는",He was very apologetic about the mistake. (그는 실수에 대해 매우 미안해했습니다.),She gave an apologetic smile. (그녀는 미안하다는 듯한 미소를 지었습니다.),COMMUNICATION,PERSUASION_CONFLICT
Agreeable,"동의하는, 쾌활한",He was an agreeable companion for the trip. (그는 여행하기에 쾌활하고 좋은 동료였습니다.),He was agreeable to the proposed plan. (그는 제안된 계획에 동의했습니다.),COMMUNICATION,PERSUASION_CONFLICT
Disagreeable,"까칠한, 불쾌한",He is a disagreeable person to work with. (그는 함께 일하기에 까칠한 사람입니다.),It was a disagreeable task. (그것은 불쾌한 업무였습니다.),COMMUNICATION,PERSUASION_CONFLICT
Argumentative,논쟁을 좋아하는,He gets argumentative when he drinks alcohol. (그는 술을 마시면 논쟁을 좋아하게 됩니다.),Don't be so argumentative with your parents. (부모님과 그렇게 말다툼하려고 하지 마세요.),COMMUNICATION,PERSUASION_CONFLICT
Diplomatic,"외교적인, 요령 있는",He gave a diplomatic answer to avoid trouble. (그는 문제를 피하기 위해 요령 있는 대답을 했습니다.),Be diplomatic when refusing the offer. (제안을 거절할 때는 외교적으로 하세요.),COMMUNICATION,PERSUASION_CONFLICT
Tactful,"재치 있는, 눈치 빠른",She found a tactful way to say no. (그녀는 거절할 재치 있는 방법을 찾았습니다.),She was tactful in her criticism. (그녀는 비판에 있어 눈치가 빨랐습니다.),COMMUNICATION,PERSUASION_CONFLICT
Harsh,가혹한,His words were harsh and hurtful. (그의 말은 가혹하고 상처를 주었습니다.),Don't be too harsh on him for the mistake. (실수에 대해 그에게 너무 가혹하게 굴지 마세요.),COMMUNICATION,PERSUASION_CONFLICT
Gentle,온화한,He gave me a gentle reminder about the deadline. (그는 마감일에 대해 온화하게 상기시켜 주었습니다.),She spoke in a gentle voice. (그녀는 온화한 목소리로 말했습니다.),COMMUNICATION,PERSUASION_CONFLICT
Encouraging,격려하는,She offered encouraging words to the team. (그녀는 팀에게 격려의 말을 건넸습니다.),The initial results were encouraging. (초기 결과는 고무적이었습니다.),COMMUNICATION,PERSUASION_CONFLICT
Discouraging,낙담시키는,It was a discouraging remark to hear. (듣기에 낙담시키는 말이었습니다.),The bad news was discouraging. (나쁜 소식은 의욕을 꺾었습니다.),COMMUNICATION,PERSUASION_CONFLICT
Inspiring,"고무적인, 영감을 주는",He gave an inspiring speech about freedom. (그는 자유에 대해 영감을 주는 연설을 했습니다.),She is an inspiring leader. (그녀는 영감을 주는 지도자입니다.),COMMUNICATION,PERSUASION_CONFLICT
Demotivating,의욕을 떨어뜨리는,Constant criticism is demotivating for employees. (지속적인 비판은 직원들의 의욕을 떨어뜨립니다.),A demotivating work environment. (의욕을 꺾는 근무 환경.),COMMUNICATION,PERSUASION_CONFLICT
Constructive,건설적인,I appreciate your constructive criticism. (당신의 건설적인 비판에 감사합니다.),We had a constructive discussion. (우리는 건설적인 토론을 했습니다.),COMMUNICATION,PERSUASION_CONFLICT
Destructive,파괴적인,Destructive comments can ruin relationships. (파괴적인 발언은 관계를 망칠 수 있습니다.),His behavior was destructive to the team. (그의 행동은 팀에 파괴적이었습니다.),COMMUNICATION,PERSUASION_CONFLICT
Ornate,장식이 화려한,An ornate gold frame used for the mirror. (거울에 사용된 장식이 화려한 금색 액자.),The ceiling was covered in ornate carvings. (천장은 화려한 조각으로 덮여 있었습니다.),SENSE_STYLE,SIGHT
Dapper,말쑥한 (남성),He looked dapper in his tuxedo. (그는 턱시도를 입고 말쑥해 보였습니다.),A dapper gentleman entered the room. (말쑥한 신사가 방으로 들어왔습니다.),SENSE_STYLE,SIGHT
Eclectic,절충적인 (다양한),An eclectic collection of furniture. (다양한 스타일이 섞인 가구 컬렉션.),Her taste in music is eclectic. (그녀의 음악 취향은 다양하고 폭넓습니다.),SENSE_STYLE,SIGHT
Vibrant,"(색이) 강렬한, 선명한",The artist uses vibrant colors. (그 화가는 강렬한 색상을 사용합니다.),A vibrant red dress. (선명한 빨간색 드레스.),SENSE_STYLE,SIGHT
Opaque,불투명한,The windows are opaque for privacy. (창문은 사생활 보호를 위해 불투명합니다.),An opaque liquid. (불투명한 액체.),SENSE_STYLE,SIGHT
Translucent,반투명한,Translucent glass allows light through. (반투명 유리는 빛을 통과시킵니다.),The fabric is thin and translucent. (그 천은 얇고 반투명합니다.),SENSE_STYLE,SIGHT
Streamlined,"유선형의, 능률적인",A streamlined train designed for speed. (속도를 위해 설계된 유선형 기차.),The streamlined body of the dolphin. (돌고래의 유선형 몸체.),SENSE_STYLE,SIGHT
Bohemian (Boho),"자유분방한, 보헤미안","She dresses in a loose, bohemian style. (그녀는 헐렁한 보헤미안 스타일로 옷을 입습니다.)",A bohemian artist's studio. (자유분방한 예술가의 작업실.),SENSE_STYLE,SIGHT
Sleek,"매끄러운, 맵시 있는","The car features a sleek, aerodynamic design. (그 차는 매끈하고 공기역학적인 디자인이 특징입니다.)",Her hair looked sleek and shiny. (그녀의 머리카락은 매끄럽고 윤이 났습니다.),SENSE_STYLE,SIGHT
